Accepted Currencies,Coin Symbol,Country,Funding Goal,Funds in Escrow?,Github URL,Have Prototype?,Initial Token Price,Official Website,Platform,Pre-ICO Dates,Price Now,ROI,Restricted Countries,Total Raised,Total Tokens,branches,commits,forks,name,stars,url,watchers,description,end_time,image,price_usd,start_time,timezone,website_link
,REXX,Belarus,,No,https://github.com/rexpax,,$0.0065,https://rexpax.com/,Ethereum,,,,United States,,,1,9,1,rexpax,0,https://icowatchlist.com/ico/rexpax,2,Rexpax encourages lending and sharing among neighbors,2018-04-20 09:00:00,https://icowatchlist.com/logos/rexpax.png,NA,2018-03-20 09:00:00,UTC--4,https://api.icowatchlist.com/public/v1/url/rexpax
"BTC, ETH",DHT,United Kingdom,,No,,Yes,$0.0165,https://dehedge.com/,Ethereum,,,,United States,,"10,000,000,000",0,0,0,dehedge,0,https://icowatchlist.com/ico/dehedge,0,RiskHedging Platform for cryptocurrency investors DeHedge helps the investor guard against market volatility,2018-04-20 11:00:00,https://icowatchlist.com/logos/dehedge.png,NA,2018-03-15 11:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/dehedge
,KRL,France,,No,,,$0.2000,https://kryll.io/,Ethereum,,,,United States,,"72,000,000",0,0,0,kryllio,0,https://icowatchlist.com/ico/kryllio,0,Bringing professional trading tools to everyone,2018-04-20 12:00:00,https://icowatchlist.com/logos/kryllio.png,NA,2018-02-07 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/kryllio
ETH,AUC,Virgin Islands (British),,No,https://github.com/AuctusProject,Yes,$0.4500,https://auctus.org/,Ethereum,,,,"United States, China, Singapore",,"80,000,000",18,3047,36,auctus,39,https://icowatchlist.com/ico/auctus,57,Smart Contract Powered Retirement Plans AUCTUS Helps People Plan Ahead of Retirement,2018-04-20 14:00:00,https://icowatchlist.com/logos/auctus.png,NA,2018-04-10 14:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/auctus
ETH,XPST,United States,,No,,Yes,$0.0900,https://www.pokersports.io/,Ethereum,,,,United States,,"500,000,000",0,0,0,pokersports,0,https://icowatchlist.com/ico/pokersports,0,Decentralized  community driven platform that integrates Blockchain iGaming eSports and Fantasy Sports,2018-04-21 12:00:00,https://icowatchlist.com/logos/pokersports.png,NA,2018-02-24 12:00:00,UTC--7,https://api.icowatchlist.com/public/v1/url/pokersports
"ETH, BTC, LTC, BCH",SMRT,United Kingdom,,No,https://github.com/SmrtToken/,,$0.2100,https://smartstartuptoken.tech/,Ethereum,,,,United States,,"600,000,000",0,0,0,smrt,0,https://icowatchlist.com/ico/smrt,0,The Smart Startup Token project is Making Blockchain Accessible to Startups and Small Businesses,2018-04-21 14:00:00,https://icowatchlist.com/logos/smrt.png,NA,2018-03-24 14:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/smrt
ETH,LND,United Kingdom,,No,https://github.com/lendingblock/?utm_source=icowatchlist&utm_medium=icolisting2&utm_campaign=lendingblock,,$0.0200,https://lendingblock.com/?utm_source=icowatchlist&utm_medium=icolisting2&utm_campaign=lendingblock,Ethereum,April 7th 2018 To April 14th 2018,,,United States,,"1,000,000,000",74,6699,4124,lendingblock,5,https://icowatchlist.com/ico/lendingblock,33,Fully collateralised borrowing and lending of crypto assets,2018-04-22 15:00:00,https://icowatchlist.com/logos/lendingblock.png,NA,2018-04-15 15:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/lendingblock
"BTC, ETH, BCH, LTC",ALX,Cayman Islands,,No,,,$0.0900,https://alax.io/,Ethereum,,,,United States,,"1,000,000,000",0,0,0,alax,0,https://icowatchlist.com/ico/alax,0,The Blockchain Appstore Designed for Gamers,2018-04-23 10:30:00,https://icowatchlist.com/logos/alax.png,NA,2018-04-17 10:30:00,UTC+0,https://api.icowatchlist.com/public/v1/url/alax
ETH,SET,Australia,,No,,Yes,$0.2500,https://www.follex.io/,Ethereum,,,,United States,,"50,000,000",0,0,0,follex,0,https://icowatchlist.com/ico/follex,0,Global Cryptocurrency Exchange and interactive Social platform,2018-04-23 12:00:00,https://icowatchlist.com/logos/follex.png,NA,2018-03-23 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/follex
,OTC,Germany,,No,https://github.com/Otcrit,,$0.2400,https://www.otcrit.org,Ethereum,,$0.03,,United States,,,1,66,1,otcrit,2,https://icowatchlist.com/ico/otcrit,2,Advanced Cryptocurrency Exchange and Informational Marketplace,2018-04-23 18:00:00,https://icowatchlist.com/logos/otcrit.png,0.05,2018-02-15 18:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/otcrit
,PAT,Switzerland,,No,https://github.com/Bit-Nation/ ,,$0.0020,https://bitnation.co/ ,Ethereum,,,,United States,,,0,0,0,bitnation,0,https://icowatchlist.com/ico/bitnation,0,Pangea Arbitration Token PAT powers the Pangea Jurisdiction,2018-04-24 11:00:00,https://icowatchlist.com/logos/bitnation.png,NA,2018-03-25 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitnation
,,,,,,,,,,,,,,,,0,0,0,checqit,0,https://icowatchlist.com/ico/checqit,0,The Smartest Decentralized Peertopeer lending platform,2018-04-24 11:59:00,https://icowatchlist.com/logos/checqit.png,NA,2018-03-24 12:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/checqit
,GLU,Unknown,,No,,,$0.0000,https://gluon.com/,Stratis,,,,United States,,,0,0,0,glu,0,https://icowatchlist.com/ico/glu,0,Gluons platform establishes an interconnected network of vehicles and owners for diagnostics,2018-04-27 14:59:00,https://icowatchlist.com/logos/glu.png,NA,2018-03-27 00:00:00,UTC--7,https://api.icowatchlist.com/public/v1/url/glu
,DAPG,Russian Federation,,No,https://github.com/demlabsinc,,"$1,200.0000",https://dapcash.org,Other,January 28th 2018 To February 21st 2018,,,United States,,"1,000,000",1,3,1,dapcash,0,https://icowatchlist.com/ico/dapcash,1,First postquantum crypto currency with multiple blockchain,2018-04-28 00:00:00,https://icowatchlist.com/logos/dapcash.png,NA,2018-02-21 00:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/dapcash
,ASTOR,Argentina,,No,,,$1.0000,http://astorgame.com/,Ethereum,,,,United States,,,0,0,0,astorgame,0,https://icowatchlist.com/ico/astorgame,0,eSport  Online Gaming platform  Decentralized games Sports Betting and Casino using blockchain smart contracts  Provably Fair,2018-04-29 00:00:00,https://icowatchlist.com/logos/astorgame.png,NA,2018-01-29 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/astorgame
,CJT,Gibraltar,,No,https://github.com/connectjob,,$0.1500,https://ico.connectjob.io/?utm_source=icowatchlist,Ethereum,,$0.00,-99.92%,United States,"$10,440,000",,0,0,0,connectjob,0,https://icowatchlist.com/ico/connectjob,0,ConnectJob ultimately connects jobs to people and people to jobs using the power of blockchain technology,2018-04-30 00:00:00,https://icowatchlist.com/logos/connectjob.png,0.00,2017-12-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/connectjob
"BTC, ETH, LTC",XLS,France,,No,https://github.com/GalaxisGeneral,Yes,$0.3500,https://www.galaxis.co/,Ethereum,,,,United States,,"5,000,000,000",0,0,0,galaxis,0,https://icowatchlist.com/ico/galaxis,0,A platform with optional private  smart contracts and feeless transactions,2018-04-30 00:00:00,https://icowatchlist.com/logos/galaxis.png,NA,2018-03-01 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/galaxis
ETH,CRL,Canada,,Yes,,Yes,$0.1000,https://corl.io/,Ethereum,March 3rd 2018 To March 31st 2018,,,United States,,"1,000,000,000",0,0,0,corl,0,https://icowatchlist.com/ico/corl,0,Revenue sharing on the blockchain A regular stream of quarterly profit payments,2018-04-30 06:56:00,https://icowatchlist.com/logos/corl.png,NA,2018-04-01 06:56:00,UTC+0,https://api.icowatchlist.com/public/v1/url/corl
"BTC, ETH, LTC, DASH, BCH",FIC,Thailand,,No,,Yes,$0.1000,https://www.florafic.io/,Ethereum,February 6th 2018 To March 7th 2018,,,United States,,"1,520,000,000",0,0,0,florafic,0,https://icowatchlist.com/ico/florafic,0,Applied technology of AI and blockchain to work together via the smart FIC application,2018-04-30 11:59:00,https://icowatchlist.com/logos/florafic.png,NA,2018-03-08 12:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/florafic
ETH,ROX,Slovenia,,Yes,https://github.com/Robotinaico/token,Yes,$0.0500,http://www.robotina.com/,Ethereum,February 21st 2018 To March 21st 2018,,,United States,,"815,000,000",1,4,1,robotina,9,https://icowatchlist.com/ico/robotina,5,Internet Of Things Artificial Intelligence  Blockchain empowering energy consumers,2018-04-30 14:59:00,https://icowatchlist.com/logos/robotina.png,NA,2018-03-21 15:30:00,UTC+1,https://api.icowatchlist.com/public/v1/url/robotina
,FOXT,Spain,,No,,Yes,$0.6800,https://foxtrading.io/,Ethereum,February 7th 2018 To March 9th 2018,,,United States,,"10,000,000",0,0,0,fox-trading,0,https://icowatchlist.com/ico/fox-trading,0,Exclusive Trading Service for Forex and Cryptocurrencies for maximized earnings,2018-04-30 15:00:00,https://icowatchlist.com/logos/fox-trading.png,NA,2018-03-10 15:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/fox-trading
,CRL,Czech Republic,,No,https://github.com/cryptelo,Yes,$0.0800,https://www.cryptelo.com/,Ethereum,January 19th 2018 To March 5th 2018,,,United States,,"500,000,000",9,566,300,cryptelo,2,https://icowatchlist.com/ico/cryptelo,15,Platform for encrypted data sharing,2018-04-30 17:00:00,https://icowatchlist.com/logos/cryptelo.png,NA,2018-03-15 17:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/cryptelo
ETH,CRTL,Singapore,,No,,Yes,$0.1000,https://cartelcoin.io/,Ethereum,,,,United States,,"100,000,000",0,0,0,cartel-chain,0,https://icowatchlist.com/ico/cartel-chain,0,A seamless ecommerce continuum Eliminating middle men reducing global carbon emissions and more,2018-04-30 23:59:00,https://icowatchlist.com/logos/cartel-chain.png,NA,2018-03-11 00:00:00,UTC+7,https://api.icowatchlist.com/public/v1/url/cartel-chain
"BTC, LTC, BCH, ETH, DASH, USD",MCU,United Kingdom,,Yes,https://github.com/medichain,Yes,$1.0000,https://medichain.online/,Ethereum,,,,United States,,"100,000,000",0,0,0,medichainonline,0,https://icowatchlist.com/ico/medichainonline,0,MediChain will bring better health to patients with the help of blockchain technology,2018-04-30 23:59:00,https://icowatchlist.com/logos/medichainonline.png,NA,2018-03-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/medichainonline
"BTC, ETH, BCH, LTC, USD, EUR",TCO,Bermuda,,No,,,$0.2100,https://www.thinkcoin.io,Ethereum,April 3rd 2018 To April 16th 2018,,,"United States, China",,"500,000,000",0,0,0,thinkcoin,0,https://icowatchlist.com/ico/thinkcoin,0,ThinkCoin is a Multi Asset Trading which leverages blockhain technology to ensure that investors get optimal returns,2018-04-30 23:59:00,https://icowatchlist.com/logos/thinkcoin.png,NA,2018-04-17 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/thinkcoin
"BTC, ETH",WIIX,Canada,,No,,Yes,$0.1100,https://www.wiix.io,Ethereum,,,,United States,,"2,100,000,000",0,0,0,wiix,0,https://icowatchlist.com/ico/wiix,0,Innovations Global Opportunites and a new World with Blockchain Technology,2018-04-30 23:59:00,https://icowatchlist.com/logos/wiix.png,NA,2018-04-01 00:00:00,UTC--5,https://api.icowatchlist.com/public/v1/url/wiix
"BTC, ETH",ETY,United Arab Emirates,,No,,Yes,$0.2000,https://etherty.com/,Ethereum,February 1st 2018 To March 8th 2018,,,United States,,"250,000,000",0,0,0,etherty,0,https://icowatchlist.com/ico/etherty,0,Platform that utilizes blockchain technology to provide a onestop solution for the purchase sale and crowdsale of real estate globally,2018-04-30 23:59:00,https://icowatchlist.com/logos/etherty.png,NA,2018-03-15 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/etherty
"BTC, ETH, BCH, EUR, USD",IPS,Switzerland,,No,,,$1.1300,https://ipstock.com/,Ethereum,,,,United States,,"60,000,000",0,0,0,ipstock,0,https://icowatchlist.com/ico/ipstock,0,IPStock implements visual digital content registry on blockchain and license management through smartcontracts,2018-04-30 23:59:00,https://icowatchlist.com/logos/ipstock.png,NA,2018-04-01 00:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/ipstock
"BTC, ETH",EEE,Russian Federation,,No,https://github.com/ElementhFoundation,Yes,$0.1800,https://elementh.io,Ethereum,,,,United States,,"303,000,000",72,4203,3286,elementh,41,https://icowatchlist.com/ico/elementh,32,Elementh is a blockchain designed for the ecommerce market,2018-05-01 00:00:00,https://icowatchlist.com/logos/elementh.png,NA,2018-04-01 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/elementh
ETH,DNN,United States,,No,https://github.com/dnnmedia,Yes,$0.3000,https://dnn.media,Ethereum,,,,United States,,"1,000,000,000",59,2693,1800,decentralized-news-network,34,https://icowatchlist.com/ico/decentralized-news-network,13,DNN is a Political News Platform Fighting Fake News and Combating Censorship,2018-05-01 00:00:00,https://icowatchlist.com/logos/decentralized-news-network.png,NA,2018-04-03 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/decentralized-news-network
"BTC, ETH, LTC, ETC, DASH",KRC,South Africa,,No,https://github.com/KerberosCoin,Yes,$0.1200,https://kerberoscoin.org/,Ethereum,,,,United States,,"10,000,000",0,0,0,kerberos-coin,0,https://icowatchlist.com/ico/kerberos-coin,0,Altcoin Mining Operation Using Smart Contracts  Based On the Ethereum Blockchain,2018-05-01 12:00:00,https://icowatchlist.com/logos/kerberos-coin.png,NA,2018-04-01 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/kerberos-coin
"BTC, ETH",PMNT,Estonia,,No,https://github.com/PaymonTeam/,Yes,$0.0150,https://ico.paymon.org/t/icowatchlist,Ethereum,,,,United States,,"1,000,000,000",10,390,2,paymon,13,https://icowatchlist.com/ico/paymon,13,Paymon is a blockchain platform that connect all market participants through new scalable blockchain  Hive,2018-05-03 23:00:00,https://icowatchlist.com/logos/paymon.png,NA,2018-03-30 14:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/paymon
,CEEK,Virgin Islands (British),,No,,,$0.1500,https://www.ceek.com,Ethereum,March 26th 2018 To April 16th 2018,,,United States,"$17,300,000",,0,0,0,ceek,0,https://icowatchlist.com/ico/ceek,0,Virtual Reality platform for streamed live events and productions making use of Blockchain Technology,2018-05-04 04:59:00,https://icowatchlist.com/logos/ceek.png,NA,2018-04-16 05:01:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ceek
"BTC, ETH",NKL,Australia,,Yes,https://github.com/NickelCoin,,$0.4000,https://nickelcoin.co,Ethereum,April 12th 2018 To April 23rd 2018,,,United States,,"40,000,000",0,0,0,nickelcoin,0,https://icowatchlist.com/ico/nickelcoin,0,Deploying Blockchain tehnology to Customers Loyalty Rewards,2018-05-07 12:00:00,https://icowatchlist.com/logos/nickelcoin.png,NA,2018-04-26 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nickelcoin
ETH,ITM,United Kingdom,,Yes,https://github.com/intimatetoken,Yes,$1.0000,https://intimate.io,Ethereum,,,,United States,,"100,000,000",11,515,1194,intimateio,2,https://icowatchlist.com/ico/intimateio,5,Intimate is a cryptocurrency facilitating payments and trust for the adult industry,2018-05-08 09:00:00,https://icowatchlist.com/logos/intimateio.png,NA,2018-04-26 09:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/intimateio
ETH,ELI,Slovenia,,No,https://github.com/Eligma/Eligma,,$0.1000,https://www.eligma.io,Ethereum,March 20th 2018 To April 10th 2018,,,United States,,"500,000,000",1,8,0,eligma,3,https://icowatchlist.com/ico/eligma,3,AIdriven and blockchainbased cognitive commerce platform,2018-05-08 11:00:00,https://icowatchlist.com/logos/eligma.png,NA,2018-04-17 11:00:00,UTC+1,https://api.icowatchlist.com/public/v1/url/eligma
"BTC, ETH, LTC, ETC, BCH",PAT,Japan,,No,https://gist.github.com/patron-ico/bfe89d6404e870aa68b0953ae9beea7c,Yes,$0.1400,https://patron-ico.io/,Ethereum,,,,United States,,"400,000,000",0,0,0,patron,0,https://icowatchlist.com/ico/patron,0,PATRON is a one stop shop for social media influencers worldwide whiles using blockchain technology and cryptocurrency,2018-05-08 23:59:00,https://icowatchlist.com/logos/patron.png,NA,2018-03-27 08:00:00,UTC--9,https://api.icowatchlist.com/public/v1/url/patron
"ETH, USD, EUR",MVP,United Kingdom,,No,,,$0.1700,https://blocside.io/,Ethereum,,,,United States,,"500,000,000",0,0,0,blocside-sports,0,https://icowatchlist.com/ico/blocside-sports,0,Innovating Optimizing  Reimagining the Fan Experience with the infusion of Blockchain Technology,2018-05-09 11:00:00,https://icowatchlist.com/logos/blocside-sports.png,NA,2018-03-29 11:00:00,UTC--8,https://api.icowatchlist.com/public/v1/url/blocside-sports
,,,,,,,,,,,,,,,,0,0,0,nexusless,0,https://icowatchlist.com/ico/nexusless,0,Peertopeer content delivery network where anyone can monetize the unused capacity of their computers and smartphones,2018-05-09 12:00:00,https://icowatchlist.com/logos/nexusless.png,NA,2018-04-18 12:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/nexusless
"BTC, ETH, USD",OMX,Isle of Man,,No,,Yes,$0.1000,https://www.shivom.io/,Ethereum,April 16th 2018 To April 27th 2018,,,United States,"$35,000,000",,0,0,0,shivom,0,https://icowatchlist.com/ico/shivom,0,The Global BlockchainGenomics Ecosystem Powering the Next Era of Precision Medicine,2018-05-10 23:59:00,https://icowatchlist.com/logos/shivom.png,NA,2018-05-03 13:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/shivom
ETH,PLAT,United States,,No,,,$0.0100,http://www.bitguild.io,Ethereum,,,,United States,,"10,000,000,000",0,0,0,bitguild,0,https://icowatchlist.com/ico/bitguild,0,BitGuild will disrupt the gaming industry by creating a platform for games that live on the blockchain,2018-05-11 20:11:00,https://icowatchlist.com/logos/bitguild.png,NA,2018-04-11 20:11:00,UTC+0,https://api.icowatchlist.com/public/v1/url/bitguild
"BTC, ETH, LTC",LNS,Brazil,,No,https://github.com/Lunes-platform,Yes,$0.0100,https://lunes.io/,Other,February 25th 2018 To March 30th 2018,,,United States,,"600,000,000",785,12037,251,lunes-platform,62,https://icowatchlist.com/ico/lunes-platform,80,Lunes is a platform which provides a set of decentralized solutions through blockchain,2018-05-15 00:00:00,https://icowatchlist.com/logos/lunes-platform.png,NA,2018-04-15 00:00:00,UTC--3,https://api.icowatchlist.com/public/v1/url/lunes-platform
"BTC, ETH",AMBT,Georgia,,Yes,https://github.com/cyberioni/ambitmining-token,,$0.5000,https://www.ambitmining.io/,Ethereum,April 10th 2018 To April 17th 2018,,,United States,,"104,000,000",1,7,3,ambit,7,https://icowatchlist.com/ico/ambit,8,Every bit of your future secured on the Blockchain Ambit helps everyone earn from cryptocurrency mining,2018-05-15 00:00:00,https://icowatchlist.com/logos/ambit.png,NA,2018-04-20 00:00:00,UTC+0,https://api.icowatchlist.com/public/v1/url/ambit
